Geography,Geographic Area Name,Zipcode,Male,Female,Median age (years),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Total housing units,Households Total,Households Mean income (dollars),Families - Median income (dollars),Families - Mean income (dollars),Married-couple families - Median income (dollars),Nonfamily households - Median income (dollars),Nonfamily households - Mean income (dollars),Total Workers 16 years and over,Workers Median age (years),Workers Native,Workers Foreign born,Workers Foreign born - Naturalized U.S. citizen,Workers Foreign born - Not a U.S. citizen,Speak language other than English,Workers Median earnings (dollars),Workers 16 years and over who did not work from home,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Less than high school graduate,Tota - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!High school graduate (includes equivalency),Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Some college or associate's degree,Total - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings Bachelor's degree,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Graduate or professional degree,Total Population,Total Disability ,Total Disability  Male,Total Disability Female,Total Disability  With a hearing difficulty,Total Disability  With a vision difficulty,Total Disability  With a cognitive difficulty,Total Disability  With an ambulatory difficulty,Total Disability  With a self-care difficulty,Total Disability With an independent living difficulty,Percent with a disability
860Z200US63123,ZCTA5 63123,63123,23978,25848,41,2847,2323,2465,2517,3024,6562,7831,5380,3767,3525,5550,2630,1405,23208,21872,92485,94433,106684,105839,47692,69222,27293,41,85.2,14.8,11,3.8,16.8,45577,24184,48740,37472,41720,44101,56676,73383,49629,6226,2854,3372,1751,946,2416,2930,906,1998,12.5
860Z200US63124,ZCTA5 63124,63124,5200,5809,47.6,653,545,683,633,349,1097,1170,1458,947,661,1341,864,608,5410,4920,349511,"250,000+",474629,"250,000+",73112,121291,5140,47.7,91.3,8.7,4.9,3.9,10.7,130479,4454,130160,,92324,,79559,169493,10946,841,408,433,270,153,217,522,185,355,7.7
860Z200US63125,ZCTA5 63125,63125,16577,16124,38.4,2039,2171,1925,1142,1604,5787,4018,3291,2319,2548,3321,1871,665,14741,13706,74442,74270,89779,91517,41878,48786,15823,39.8,80.5,19.5,13.5,6,19.6,42705,14450,44065,27389,40551,42633,49816,59905,32419,4656,2054,2602,1181,1008,1731,2667,1381,1947,14.4
860Z200US63126,ZCTA5 63126,63126,7587,7786,42.2,827,1114,776,701,403,2037,2407,1614,1406,1104,1864,856,264,6529,6200,122283,122879,138098,126619,55813,75257,8141,42.3,96.4,3.6,2.3,1.3,4.4,61182,6503,61043,42950,41136,46283,68731,77449,15344,1400,737,663,489,154,457,565,253,398,9.1
860Z200US63127,ZCTA5 63127,63127,2437,2724,53.6,131,307,384,267,142,328,474,719,280,326,729,630,444,2213,2107,183030,161875,220443,173698,59583,91645,2206,47.6,97.6,2.4,2.4,0,4.2,74500,1927,87292,,47273,41250,100223,115781,4892,584,309,275,258,130,176,310,100,313,11.9
860Z200US63128,ZCTA5 63128,63128,14362,15744,48,1554,1426,1338,1629,1879,2856,3410,3065,2210,2455,4576,2779,929,13569,12982,123191,114605,151994,128692,52579,64735,14488,45.8,93.8,6.2,5.3,0.9,7.2,53481,12197,57749,16190,42821,49313,71822,76823,29808,3888,1882,2006,1051,438,1536,1959,682,1476,13
860Z200US63129,ZCTA5 63129,63129,25216,26140,45,2503,2663,2768,3207,3052,5772,5745,6782,3628,4351,6537,3092,1256,21945,21310,116919,115670,138847,126243,49871,66001,26627,44.5,91.3,8.7,6.8,2,9.8,54343,22722,57421,45096,44912,48764,73267,84297,51103,5696,2516,3180,1559,885,1609,2828,1006,1968,11.1
860Z200US63130,ZCTA5 63130,63130,12968,16106,36.5,1490,1136,1074,2431,3205,4726,3140,2895,2157,1944,2984,1294,598,14106,12883,145594,127741,203154,152218,52137,80571,15883,41.9,88.6,11.4,4.6,6.8,10.2,55084,13004,60983,26045,33398,45781,67500,88847,28900,2767,1333,1434,574,497,902,1234,376,708,9.6
860Z200US63131,ZCTA5 63131,63131,8942,9051,46.2,718,1173,1711,1252,783,833,2141,2808,1153,1519,2183,1411,308,6674,6574,335161,243409,376000,"250,000+",97250,155588,8273,49.4,90.8,9.2,7.9,1.4,8.8,104504,6885,110504,,39750,45341,112016,151692,17777,945,476,469,354,144,242,366,149,248,5.3
860Z200US63132,ZCTA5 63132,63132,6846,7107,40,798,892,889,982,839,1530,2383,2107,758,510,1377,634,254,6253,6057,119030,116719,148367,147996,60017,74437,7286,42.7,83.3,16.7,9.2,7.5,20.8,57547,5904,60769,45625,18115,43333,62267,86038,13948,1127,420,707,193,225,479,516,187,386,8.1
860Z200US63133,ZCTA5 63133,63133,2994,3381,38,447,362,299,427,314,890,991,514,462,717,569,295,88,3439,2891,47221,51297,58788,82917,29348,34985,2816,39.6,99.6,0.4,0,0.4,2.3,34802,2717,37400,26645,39555,35431,44375,40980,6263,1210,500,710,125,318,538,656,237,394,19.3
860Z200US63134,ZCTA5 63134,63134,6758,6702,29.2,1067,1097,1754,847,1065,1736,1571,1363,847,778,732,324,279,5675,5025,56034,47727,60165,62334,37233,40144,5955,38.9,92.5,7.5,1.5,6,12.2,33385,5052,34222,32129,32026,37125,36399,50067,13460,1970,909,1061,375,459,910,1194,543,765,14.6
860Z200US63135,ZCTA5 63135,63135,9115,10331,37.5,1361,1259,1092,1379,866,3206,2657,1795,1534,1094,2117,797,289,9764,8527,66693,62037,77066,83600,40856,47508,8649,39.9,98.7,1.3,1,0.4,7.9,38329,7248,39292,30474,35970,38541,67882,64871,19238,3369,1764,1605,710,868,1225,1911,1012,1506,17.5
860Z200US63136,ZCTA5 63136,63136,18384,22930,35.7,2151,2736,3704,3608,2005,6130,4343,4559,2617,2884,3830,1927,820,22059,17384,53013,49812,63468,74783,29163,36696,16605,40.3,98.3,1.7,1.2,0.5,2,31413,14963,33187,24150,31118,30205,45786,55913,41090,7314,2469,4845,1169,1287,3026,4273,1905,3284,17.8
860Z200US63137,ZCTA5 63137,63137,8094,11596,38.5,1933,1069,1574,1154,1223,1822,2402,2636,1069,1584,2079,898,247,9708,8323,53773,54130,61924,89038,35222,38814,7297,44.4,99.6,0.4,0,0.4,0.7,37722,6125,37017,28822,28413,36587,55785,65846,19428,4268,1576,2692,578,1130,1545,2333,1040,1422,22
860Z200US63138,ZCTA5 63138,63138,8519,10217,34.5,1290,1180,1480,1583,1145,2829,1752,2363,1322,1400,1382,701,309,9033,7424,67582,64110,79635,96125,25396,44882,8510,40.7,98.1,1.9,1,0.9,2.1,35817,7536,39439,19978,28446,41844,61167,66029,18472,3402,1493,1909,722,570,1365,1938,893,1350,18.4
860Z200US63139,ZCTA5 63139,63139,11013,10798,35.6,1768,730,541,768,550,6278,3403,2260,1206,1151,2326,609,221,12187,11068,93411,104111,119726,120795,58420,68869,13565,35.9,94.4,5.6,2.6,3,7,55197,11554,55319,31786,36528,41896,67099,70824,21405,2698,1467,1231,635,569,1229,1158,406,517,12.6
860Z200US63140,ZCTA5 63140,63140,127,223,24.3,25,24,13,26,97,66,50,21,0,1,27,0,0,211,169,54228,43000,44282,66875,,59871,228,25.8,90.4,9.6,1.8,7.9,8.3,30521,191,42292,,31023,47625,40833,95458,350,25,11,14,8,7,15,3,3,6,7.1
860Z200US63141,ZCTA5 63141,63141,9600,11040,44.3,851,936,1225,1488,1349,2768,1754,2528,1066,1346,2628,1861,840,9381,8825,191184,174490,250020,199798,51436,91355,10242,43,84.2,15.8,9.5,6.3,15.9,68609,8243,74243,40298,43173,31500,79302,114375,20389,2181,816,1365,788,212,1059,717,321,586,10.7
860Z200US63143,ZCTA5 63143,63143,4381,4587,33.6,427,572,647,233,556,2314,1169,1360,420,423,634,127,86,5089,4767,78942,93011,106213,116806,46363,57434,5641,36.6,91.1,8.9,2.9,5.9,7.4,49105,5031,51304,,34545,41808,58980,70900,8968,818,367,451,145,91,380,340,141,370,9.1
860Z200US63144,ZCTA5 63144,63144,4693,4887,34.8,561,337,643,314,666,2305,1487,891,674,383,790,397,132,5159,4879,130775,146964,168440,170335,76123,95975,5857,36.4,86.8,13.2,5,8.2,10.8,76171,4898,78146,,37596,41071,77143,100747,9555,788,270,518,187,176,350,198,145,221,8.2
860Z200US63146,ZCTA5 63146,63146,14405,16512,39.2,1911,1620,1212,1260,2266,4962,4419,2890,1692,1803,3344,2528,1010,15555,14800,110767,117928,146050,138287,51525,68713,16845,39.6,79.8,20.2,7,13.2,21.5,66085,12750,71019,36458,41415,45958,74393,96463,30688,4109,1950,2159,1333,948,1536,1916,943,1314,13.4
860Z200US63147,ZCTA5 63147,63147,3724,4505,46.3,289,610,676,517,365,696,859,1512,381,714,898,504,208,4542,3529,48937,46526,58447,60179,31159,39301,3210,49.1,100,0,0,0,0.2,30373,3052,30788,14058,30297,32596,40884,61813,7919,2399,1251,1148,297,964,1223,1136,632,979,30.3
860Z200US63155,ZCTA5 63155,63155,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,
860Z200US63301,ZCTA5 63301,63301,25769,25856,37.8,2417,2822,2224,3320,5635,7614,6331,5270,3477,3095,5499,2839,1082,22687,21149,102161,105677,123104,120223,52419,67758,26496,40.2,92.9,7.1,3,4.1,7.6,50216,22803,53921,34432,40708,44715,70944,78096,50839,6601,3363,3238,1914,1221,2575,2710,783,2131,13
860Z200US63303,ZCTA5 63303,63303,22966,23661,41.2,2506,2442,2427,1846,2437,7370,6234,4854,3868,3896,5109,2733,905,21448,20599,130180,119996,146290,133085,63887,101986,26057,41.6,91.6,8.4,4,4.5,9.3,60555,21639,62190,44489,46311,47819,76649,92344,46472,5238,2675,2563,1665,847,1608,2811,1009,1711,11.3
860Z200US63304,ZCTA5 63304,63304,21442,21947,41.3,2044,2751,3288,2992,2212,4524,5971,5727,3108,3214,4654,1828,1076,16665,16222,154926,135667,176571,147083,61395,75614,22577,43.4,94.5,5.5,3.6,1.9,5.6,60500,18661,64855,21843,45608,53499,83333,92664,43317,4568,2174,2394,1491,723,1629,1938,693,1461,10.5
860Z200US63330,ZCTA5 63330,63330,36,59,51.5,0,5,0,21,2,0,10,17,15,10,14,1,0,60,49,49694,,,,52250,53022,55,47.9,100,0,0,0,0,,55,50250,,52250,,,,95,10,3,7,0,0,2,8,0,9,10.5
860Z200US63332,ZCTA5 63332,63332,810,866,41.9,35,105,167,142,78,43,340,169,63,124,326,63,21,652,625,136059,143250,144213,150000,62917,93452,820,41.9,92.1,7.9,7.3,0.6,2.3,54432,643,63594,,71513,31288,113250,76250,1676,95,60,35,53,5,20,51,6,8,5.7
860Z200US63333,ZCTA5 63333,63333,409,412,57.1,34,55,75,48,12,52,76,52,120,77,99,77,44,371,303,85563,61923,103021,122917,,40796,251,57.9,100,0,0,0,0,37450,232,36528,,36343,54000,,,821,244,151,93,112,65,63,76,54,98,29.7
860Z200US63334,ZCTA5 63334,63334,4369,2882,40.1,400,539,288,250,446,1216,924,924,443,490,693,547,91,2719,2472,69161,76724,80570,92153,36905,44733,2454,41.9,99.9,0.1,0,0.1,0.9,45270,2336,46250,35174,51071,40064,58438,42108,5591,828,445,383,224,75,387,400,146,371,14.8
860Z200US63336,ZCTA5 63336,63336,562,564,43.7,52,36,127,88,26,154,92,105,55,89,211,57,34,612,430,113233,79524,130967,93125,38125,40813,417,48.2,94.5,5.5,0,5.5,5.5,40313,406,36458,37000,33977,33077,51750,,1126,250,141,109,75,18,84,147,48,87,22.2
860Z200US63339,ZCTA5 63339,63339,510,502,42.1,91,44,18,64,88,154,95,108,47,62,151,89,1,515,376,73106,88939,83617,90481,22174,28776,465,36.4,99.4,0.6,0.6,0,2.8,42961,426,43969,30417,43088,39231,46991,,1012,197,81,116,22,4,23,158,43,59,19.5
860Z200US63341,ZCTA5 63341,63341,1861,1693,47.7,144,97,289,379,167,219,368,724,377,235,351,170,34,1372,1271,235525,198850,258549,199950,42857,66026,1796,48.7,100,0,0,0,0,95769,1418,102978,,52537,135333,104032,134423,3554,381,216,165,162,18,172,71,22,179,10.7
860Z200US63343,ZCTA5 63343,63343,2388,2532,38.9,250,464,288,372,354,461,827,487,474,333,392,98,120,1849,1705,83419,83764,95419,85819,40331,45733,2055,40.9,99.9,0.1,0.1,0,0.8,41720,1955,43827,37386,41902,49091,61000,75991,4816,772,444,328,199,185,264,477,198,304,16
860Z200US63344,ZCTA5 63344,63344,717,1012,38,151,112,114,151,77,166,241,234,95,130,172,69,17,698,596,90663,81667,100659,94922,21429,45973,759,42.4,100,0,0,0,0.7,45944,744,49118,,43077,50625,46923,61146,1729,178,63,115,25,35,58,99,29,83,10.3
860Z200US63345,ZCTA5 63345,63345,148,224,48.3,2,8,15,33,6,40,43,81,10,65,47,19,3,232,213,62511,76250,73504,83438,36750,53458,209,46.1,100,0,0,0,0,37056,203,37460,,35885,40880,,,372,91,37,54,24,11,38,54,19,45,24.5
860Z200US63347,ZCTA5 63347,63347,1458,1169,38.1,116,157,324,271,134,203,435,211,276,138,284,53,25,1157,910,83062,79109,83604,91797,41800,61702,1089,42.9,95.3,4.7,0,4.7,3,45473,1060,45040,46518,45434,40714,,50536,2627,445,221,224,80,84,298,281,72,221,16.9
860Z200US63348,ZCTA5 63348,63348,5404,4803,44.2,624,509,769,759,367,932,1257,1392,556,1031,1436,506,69,4018,3867,131620,116000,144767,128073,53229,59243,5019,45.2,98.8,1.2,1.1,0.1,1.5,52988,4370,56525,36116,43089,56630,72067,67857,10207,1249,860,389,553,247,341,272,136,309,12.2
860Z200US63349,ZCTA5 63349,63349,1009,967,49.4,74,122,125,160,52,152,165,353,172,270,258,48,25,772,683,88464,95461,95619,97813,47841,47780,803,49.7,99.3,0.7,0.5,0.2,1,56723,746,57625,27411,69219,63125,,79167,1976,363,143,220,57,18,137,242,167,231,18.4
860Z200US63350,ZCTA5 63350,63350,349,374,33.8,43,116,55,20,40,98,75,70,68,64,37,25,12,321,264,100258,120625,121096,132750,24479,31405,342,46.2,99.7,0.3,0.3,0,14.3,51875,317,51250,43393,53825,29375,75875,,723,124,84,40,88,9,18,29,11,20,17.2
860Z200US63351,ZCTA5 63351,63351,718,692,53.4,28,106,71,63,33,127,150,154,100,201,227,118,32,656,533,76153,86250,87821,92857,24722,32431,678,51.8,99.1,0.9,0.9,0,0.9,40977,659,40647,31389,41332,35956,,51016,1336,274,124,150,61,70,120,130,25,96,20.5
860Z200US63352,ZCTA5 63352,63352,395,597,54.1,78,37,43,35,35,111,72,96,49,144,136,104,52,555,443,62012,65347,78068,66563,,36022,350,51.6,98.3,1.7,0,1.7,3.1,42000,344,35257,,23250,50076,36250,,992,187,83,104,85,45,60,110,46,67,18.9
860Z200US63353,ZCTA5 63353,63353,2608,2327,40.7,234,362,388,321,245,460,650,501,394,424,515,281,160,2439,2054,65060,76622,80933,92974,24750,33631,1895,41.6,97.6,2.4,0.5,2,7.9,38057,1880,38368,40417,35029,44028,,56528,4866,841,378,463,192,155,480,406,147,400,17.3
860Z200US63357,ZCTA5 63357,63357,3514,3079,38.1,498,663,477,397,463,621,999,758,518,278,657,202,62,2405,2148,105761,102946,114772,105221,33409,60505,3304,40.9,99.8,0.2,0.2,0,1.1,42173,3129,47981,,47340,38438,58897,54632,6593,574,374,200,172,89,205,354,109,194,8.7
860Z200US63359,ZCTA5 63359,63359,602,782,36.5,105,114,99,113,63,137,197,227,73,105,112,30,9,562,489,86456,103250,95906,105750,27500,37571,689,40.6,99.4,0.6,0,0.6,0.6,45063,642,46938,52500,44464,42120,60735,63917,1369,144,99,45,65,11,37,59,19,34,10.5
860Z200US63361,ZCTA5 63361,63361,2253,2224,42.5,274,266,251,206,299,636,398,709,267,302,431,378,60,2253,1998,68607,72470,85161,92177,29500,38934,2204,42.7,99.2,0.8,0.3,0.5,2.2,40870,2058,45385,34821,34000,50822,49375,45417,4428,600,344,256,285,144,268,416,120,208,13.6
860Z200US63362,ZCTA5 63362,63362,4488,4759,32.3,1084,612,450,427,790,1774,1367,781,413,638,565,206,140,3659,3546,97246,98802,107885,112109,57548,61783,4788,35.2,98.7,1.3,0.4,1,2.4,47435,4471,52750,16510,43988,50748,77887,69503,9247,1393,734,659,299,227,613,512,292,444,15.1
860Z200US63363,ZCTA5 63363,63363,498,591,47.7,62,25,39,81,30,112,149,129,110,143,113,92,4,768,482,67806,59519,79273,68750,40875,44833,440,44.4,100,0,0,0,0.7,40984,419,42500,35625,41681,49766,,,1021,198,81,117,65,18,62,141,56,64,19.4
860Z200US63365,ZCTA5 63365,63365,23,33,78.2,0,2,3,0,0,0,8,0,0,6,7,30,0,29,29,169741,,240000,,,,12,53,100,0,0,0,0,91250,12,,,91250,,,,56,10,0,10,0,0,0,10,0,0,17.9
860Z200US63366,ZCTA5 63366,63366,27348,27101,39.2,3142,3388,3580,4055,2825,6691,7977,7328,3789,3378,5175,2408,713,21204,20558,113150,117537,130213,128990,46649,63565,29181,41.7,94.7,5.3,3.6,1.7,5.3,54336,25173,59919,48553,48142,53305,71419,90406,54312,6646,2816,3830,1712,623,2634,3247,1197,2275,12.2
860Z200US63367,ZCTA5 63367,63367,13807,14086,39.7,1393,2004,1868,2199,1581,2774,4450,3877,1512,1796,2427,1642,370,10884,10530,152502,148689,170658,158521,55818,87585,15074,41.8,96.2,3.8,2.5,1.3,4.6,63800,11772,72797,34602,46444,66473,81898,105303,27893,2740,1421,1319,810,573,1213,988,462,759,9.8
860Z200US63368,ZCTA5 63368,63368,22528,23334,38.1,2920,3526,2903,3034,2169,6535,5873,6573,3377,2982,3338,2043,589,17315,16948,139582,137313,157135,148906,72842,81706,25846,43.5,92.6,7.4,4,3.4,8,62963,21602,68585,38345,49385,54054,78580,95818,45618,3780,2130,1650,1111,471,1533,1497,400,1173,8.3
860Z200US63369,ZCTA5 63369,63369,1381,1603,35.4,384,224,75,182,244,351,336,575,123,119,233,83,55,1054,1048,105510,105147,122284,121159,49259,60113,1452,42.8,100,0,0,0,2.1,47837,1374,54875,75398,43340,57898,61071,127788,2984,433,127,306,128,64,260,220,129,251,14.5
860Z200US63373,ZCTA5 63373,63373,369,348,50.6,16,29,48,14,63,48,89,154,52,91,74,28,11,353,282,97203,87813,101550,102500,45938,73949,394,52,99.5,0.5,0,0.5,0.5,39737,379,42644,33750,,44583,46875,106058,717,131,94,37,37,3,53,54,8,46,18.3
860Z200US63376,ZCTA5 63376,63376,36010,38866,41,4229,4581,4899,4203,4279,8755,10703,8809,5194,5827,8514,3482,1401,30718,29761,111556,115706,130146,128308,52500,68886,40017,42.2,96.3,3.7,2.3,1.4,4.7,52563,33910,57930,39894,43881,47530,68568,82363,74579,9355,4573,4782,2759,1722,3915,4365,1447,3122,12.5
860Z200US63377,ZCTA5 63377,63377,1864,1684,42.4,149,301,239,232,120,390,406,567,273,266,285,258,62,1294,1149,92865,101447,107033,111328,32875,51336,1372,43.5,100,0,0,0,0,62708,1353,61897,51429,52757,56389,66597,,3486,485,133,352,75,46,148,287,82,228,13.9
860Z200US63379,ZCTA5 63379,63379,13570,13839,37.2,1510,2473,1716,1887,1079,4025,3664,2961,1887,1799,2883,1132,393,10464,10244,97651,95823,112586,107072,35674,45621,13296,42,98.5,1.5,0.4,1.1,4.4,48858,12145,51430,,47672,48340,56783,72522,27017,4047,1929,2118,1156,473,1737,1673,309,1078,15
860Z200US63380,ZCTA5 63380,63380,534,446,34.4,77,87,80,102,36,117,128,116,109,58,61,7,2,362,334,82802,73889,96721,74769,28438,43850,458,40.5,95.4,4.6,3.9,0.7,10.3,36786,423,40192,26650,32727,42500,60833,48750,980,196,102,94,38,37,101,69,27,52,20
860Z200US63381,ZCTA5 63381,63381,410,268,39.6,20,50,62,28,92,3,204,65,20,39,32,56,7,255,244,98335,118458,120972,119667,53203,43176,297,42.1,100,0,0,0,0,60417,285,63429,,33400,80292,62083,,678,34,19,15,7,0,25,10,9,33,5
860Z200US63382,ZCTA5 63382,63382,1766,2361,41.3,189,170,185,222,215,585,806,524,265,367,382,155,62,1560,1298,64716,71458,75420,75865,37393,48630,1587,46.5,98.9,1.1,1.1,0,1.4,38566,1548,35058,,41290,27652,37188,46172,3142,541,270,271,91,78,261,184,63,162,17.2
860Z200US63383,ZCTA5 63383,63383,7381,8739,40.3,937,722,1272,1095,913,2208,1849,2103,1023,1066,1528,1029,375,6523,6128,89883,80711,102189,92361,34722,57682,7903,42.3,99.8,0.2,0.2,0,1.2,43353,7213,45935,24304,32289,46250,62452,81000,15954,2651,1183,1468,1076,311,1066,1192,165,556,16.6
860Z200US63384,ZCTA5 63384,63384,1185,963,43.2,91,121,144,255,153,143,287,244,87,126,347,113,37,969,786,95878,86071,111876,82188,25000,42769,883,41.9,100,0,0,0,6.6,43150,821,49643,,40833,43125,142778,44444,2078,344,180,164,97,18,113,180,64,82,16.6
860Z200US63385,ZCTA5 63385,63385,25204,25216,37.1,3073,4496,4592,3748,2102,5424,8170,6877,2417,2577,3789,2567,588,17997,17533,136206,123001,152185,136117,56466,70070,25174,42.7,97.2,2.8,1.7,1.1,3.8,62409,21255,65769,22244,50704,63346,72178,92250,50246,5014,2374,2640,1666,893,1466,2037,553,1367,10
860Z200US63386,ZCTA5 63386,63386,267,270,36.9,9,110,14,17,25,61,111,58,20,44,55,11,2,233,169,109204,140250,126862,140750,43875,49583,279,38.4,100,0,0,0,0.7,44375,252,44808,45833,46719,53214,,59375,537,62,33,29,14,5,19,41,22,35,11.5
860Z200US63387,ZCTA5 63387,63387,65,31,34.8,18,0,2,0,2,28,5,8,14,11,7,1,0,33,33,89282,93125,81682,,,68064,51,34.8,98,2,2,0,0,42212,51,42308,,50000,37500,,,96,6,3,3,0,2,3,5,2,3,6.3
860Z200US63388,ZCTA5 63388,63388,432,324,56.3,10,49,61,15,0,36,85,109,114,137,45,40,55,614,362,77179,67857,75397,69286,,80211,233,51.7,100,0,0,0,0,,233,43958,,26141,,,,756,161,93,68,44,19,90,91,36,54,21.3
860Z200US63389,ZCTA5 63389,63389,3865,3294,39.2,526,466,511,347,377,945,887,1095,455,596,548,373,33,2525,2419,101861,100577,104419,104400,52236,88008,3577,42.1,99.6,0.4,0.4,0,2,47505,3416,47944,39722,42976,49774,55000,54107,7159,1162,580,582,365,65,568,753,101,229,16.2
860Z200US63390,ZCTA5 63390,63390,5767,5089,41.5,501,683,745,613,517,1421,1371,1043,919,971,1292,717,63,5681,4049,93870,91582,103770,103419,58654,59843,5033,42,94.1,5.9,2.9,3,7.2,48290,4652,50656,22523,37173,51934,66125,69118,10856,1404,841,563,360,143,542,757,87,456,12.9
860Z200US63401,ZCTA5 63401,63401,10019,11106,40,1441,1435,1263,1431,1441,2350,2502,2228,1233,1716,2476,1042,567,9700,8361,77242,75494,90150,90625,32485,49035,9154,41.7,99.1,0.9,0.6,0.3,0.6,37713,8609,40445,29172,36355,38613,48135,60441,20808,3510,1574,1936,846,500,1617,1878,822,1637,16.9
860Z200US63430,ZCTA5 63430,63430,154,268,40.2,30,16,58,29,31,8,70,40,0,48,60,28,4,279,165,66750,88839,74782,89911,36667,46521,111,46.5,96.4,3.6,3.6,0,12.6,49125,104,,,58472,,,,422,36,16,20,11,5,3,25,20,4,8.5
860Z200US63431,ZCTA5 63431,63431,231,207,47.6,0,0,16,84,36,3,45,70,10,7,84,50,33,204,173,78518,,79812,,63400,69763,189,46.3,100,0,0,0,0,39141,189,"2,500-",,"2,500-",,85909,,438,139,109,30,67,49,7,110,45,75,31.7
860Z200US63432,ZCTA5 63432,63432,142,234,51.7,23,7,34,8,33,33,23,58,16,77,7,57,0,280,167,85944,80438,103608,80500,36190,36091,175,54,100,0,0,0,33.1,70197,117,70855,66339,71776,,,,376,27,7,20,7,0,13,21,9,4,7.2
860Z200US63433,ZCTA5 63433,63433,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,,,,,,,0,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,
860Z200US63434,ZCTA5 63434,63434,343,418,31.7,50,100,86,73,17,85,59,63,61,78,31,53,5,357,274,81097,61786,103229,72583,24653,35849,303,47.2,82.2,17.8,12.2,5.6,0.3,34757,277,33611,,41324,25375,53958,,754,102,32,70,13,3,28,85,72,75,13.5
860Z200US63435,ZCTA5 63435,63435,2403,1882,40.2,126,134,240,553,551,291,456,604,402,264,368,197,99,1895,1437,74073,90227,110705,91780,24449,32200,1973,40.6,100,0,0,0,3,39541,1849,41515,,42462,37936,47206,54375,4219,430,190,240,170,92,130,205,89,179,10.2
860Z200US63436,ZCTA5 63436,63436,570,539,51.4,20,54,87,62,31,87,101,226,58,69,229,48,37,673,466,76732,75096,90354,75096,20972,32084,468,46.6,100,0,0,0,4.1,42256,461,45962,33462,41681,,54583,,1050,156,65,91,56,17,45,99,38,101,14.9
860Z200US63437,ZCTA5 63437,63437,785,773,44.4,93,56,83,168,122,97,198,150,90,114,244,118,25,746,613,59399,60000,76953,68173,23092,30803,597,44.5,100,0,0,0,0.8,34051,553,34557,,33000,33333,38810,53750,1478,208,104,104,67,12,76,114,42,99,14.1
860Z200US63438,ZCTA5 63438,63438,32,86,45.8,0,0,0,17,27,0,0,24,8,3,9,5,25,103,60,33572,50417,44783,,24375,23084,69,24.8,100,0,0,0,0,"2,500-",69,18833,,,,,,118,19,0,19,0,0,7,12,0,7,16.1
860Z200US63439,ZCTA5 63439,63439,87,87,55.5,20,0,0,8,0,17,28,0,35,11,38,17,0,105,93,28502,34167,36062,34643,,,47,55.1,100,0,0,0,0,,47,,,33824,,,,174,36,26,10,2,0,21,13,0,9,20.7
860Z200US63440,ZCTA5 63440,63440,474,594,40.8,92,65,73,70,75,109,110,63,76,100,121,101,13,493,404,73092,63000,93976,64750,26722,34585,388,43.6,95.9,4.1,4.1,0,0,45000,370,44565,,42417,33036,68056,,1068,120,66,54,47,14,58,60,35,35,11.2
860Z200US63441,ZCTA5 63441,63441,542,553,38.6,47,80,122,62,58,106,153,157,55,83,56,69,47,495,408,84370,87321,96092,80250,21094,45902,480,47.9,99.6,0.4,0.2,0.2,0.4,49797,473,49561,"2,500-",48491,54427,50000,73750,1095,159,63,96,45,53,61,82,33,65,14.5
860Z200US63443,ZCTA5 63443,63443,156,114,61.9,1,6,8,1,3,28,15,36,11,45,46,58,12,269,165,43232,53750,60812,60536,14773,29125,97,52.1,100,0,0,0,0,40096,97,40288,,40682,43125,41250,,270,46,34,12,11,11,2,36,25,32,17
860Z200US63445,ZCTA5 63445,63445,2071,1874,47.2,233,335,279,317,134,361,242,456,409,281,563,234,101,1649,1258,63524,65227,80720,65455,27045,33240,1455,47.9,99.7,0.3,0.3,0.1,0.5,35077,1374,36135,,31114,37969,50441,46083,3835,660,334,326,201,131,344,302,159,232,17.2
